user_id,sex,birthday_year,membership_type,category_prefer,joined_date,deleted_date,join_path,os,recommended_cnt
6kWdAgL7nYjcxZs,1,1996,300,4,2019-10-29,NaT,,AOS,3
vE4yrl8AeLQbcuU,1,1996,400,5,2019-11-03,NaT,,AOS,2
83JPHB5IxvDqoKX,1,2000,300,9,2020-01-25,NaT,1,AOS,5
UN6nieATeFV9ETq,0,1999,300,12,2018-01-24,NaT,,IOS,0
6gY2GkZvJTPD8NU,1,1995,300,2,2020-04-12,NaT,1,AOS,2
37wrCJPmkYMZDN9,0,1997,300,8,2020-04-17,NaT,,IOS,2
F0GmZEeosg8BQua,1,1994,300,4,2019-11-10,NaT,1,AOS,0
BH8NKRaGUR2mXkX,1,1997,300,6,2020-08-21,NaT,1,IOS,1
Z0IzeePX3LwQ2Ea,0,1999,300,11,2020-08-31,NaT,1,AOS,2
aM2iEMtJLGn8mIB,0,1996,300,9,2018-01-16,NaT,,AOS,3
15V0bSXlaaxn7au,1,1995,300,4,2020-07-15,NaT,,AOS,2
hCG3mxKVSgpMMBg,1,1998,300,5,2020-06-01,NaT,,IOS,2
t706owU2CXCo6ZA,1,2001,400,8,2020-07-30,NaT,,AOS,5
MB9geapQZHGwFND,1,1997,300,12,2019-05-15,NaT,,IOS,1
eeu1JAh4mQy0DIz,1,1999,300,10,2020-01-11,NaT,,AOS,3
749YATgrhPFC99n,1,1993,300,3,2020-01-03,NaT,,IOS,2
lSbf6tQ2j3Y995N,1,1996,300,4,2020-08-27,NaT,,IOS,3
0Cy21JNxCbcDVhU,0,1994,300,1,2020-04-05,NaT,,AOS,3
govjBrt9UpeTdtf,0,1993,300,2,2020-05-22,2020-09-26,,AOS,4
dwDwm3VUOqRwfqm,0,1999,300,11,2020-08-13,NaT,,AOS,4
Al12b780Fp7YfLn,0,1998,300,3,2018-11-10,NaT,,IOS,4
M8MjLvedgW91k6h,1,1992,300,2,2018-10-22,NaT,,IOS,4
gw8phOeRcBUGdZh,0,1996,300,2,2020-07-24,NaT,,AOS,2
hncBSTB6ZCwLMTY,0,1997,300,5,2020-02-04,NaT,,AOS,3
xVry7bi9LMMEaJM,0,1995,300,3,2018-06-05,NaT,,IOS,3
uXJmZjbv1p99nJr,1,1995,500,5,2019-08-28,NaT,,IOS,1
AuN0ODaWe5TwPYs,1,1998,400,5,2020-09-14,NaT,,IOS,5
4WUrjx7LRKXTPOm,0,1994,300,2,2020-09-26,NaT,,IOS,3
wB9gDBRMT9YnUpG,1,1997,300,4,2020-11-23,NaT,,IOS,4
Aidu4DIY4h57OFu,1,1996,400,1,2019-05-13,NaT,,IOS,3
OvKmxzSS4H576Cm,0,1995,400,6,2018-12-24,NaT,,IOS,1
6PGQEuk6rntNNWm,1,1998,300,6,2019-03-16,NaT,,AOS,3
Xuz1ydJsPVKs06X,1,1998,300,10,2019-09-14,NaT,,IOS,0
gLSiNrmYfb79UIb,1,1998,300,1,2020-05-15,NaT,,AOS,2
Kyyt6sl8ScYEfkd,1,1992,300,7,2019-03-27,NaT,,AOS,0
qMOYxXCT6k2bQlH,0,1994,300,7,2020-07-06,NaT,,AOS,0
mgWZ7oPRCeAsqbb,1,1995,300,1,2020-07-30,NaT,,IOS,2
VesforDzYfBERyd,1,1994,300,3,2019-09-28,NaT,,AOS,0
e3hcGps8JN1JDC3,1,1996,400,5,2020-11-20,NaT,,IOS,0
H8DRY30R8fzNtWN,0,1998,300,1,2020-02-11,NaT,,IOS,4
DZUXGX7ggIaD5KX,0,1995,300,4,2020-01-13,NaT,,AOS,2
hdh9aqmuYn0pQxo,1,1998,300,2,2020-09-16,NaT,,AOS,2
pLAVwBHD0WrQBkG,1,1993,400,7,2020-10-17,NaT,,AOS,2
5upzpMeVLE4FIfq,1,1996,300,9,2019-08-14,NaT,,AOS,0
pr34w5FHwHBOxcr,1,1992,300,7,2020-03-07,NaT,,IOS,2
hq2lcO7ZVVu3m7z,0,1997,300,7,2019-10-13,NaT,,IOS,0
LfZk35XnevyakUR,1,2001,300,8,2020-11-21,NaT,,IOS,3
sBWZqxCDjcuXkk5,0,1993,500,1,2019-12-26,NaT,,AOS,0
him1DYudZzCrVCa,1,1991,300,9,2020-01-06,NaT,,AOS,0
qV0yJBxK2Zigi3y,1,1996,300,5,2020-09-28,NaT,,AOS,5
lQC7wX3Zkb3yJ89,0,1998,300,6,2020-12-24,NaT,,IOS,3
J5pkBVZYzbK0f8f,0,1996,500,6,2020-02-03,NaT,,IOS,0
dJaoOYnxQnaTsWg,1,2001,400,7,2020-06-08,NaT,,AOS,5
sI0DvA1ExQ9zQsh,0,1997,300,10,2019-07-22,NaT,,IOS,4
wmLHtDEkY8fNFOm,1,1998,300,11,2020-02-22,NaT,,IOS,3
KhmgYkXnWgcuO2t,0,1997,300,9,2020-07-24,NaT,,AOS,2
5dFhDEEP1sYo9dD,0,1994,300,6,2020-04-16,NaT,,IOS,1
CzFoXjcqfkLTEZ9,1,1994,300,2,2020-11-10,NaT,,IOS,2
r8SXTXMPWJwpHzH,0,1994,300,6,2020-05-20,NaT,,IOS,2
v1oJuL4eHrt8fUn,0,1998,300,8,2020-08-07,NaT,,AOS,2
HqVEaAfj2M4Djwd,0,1997,400,8,2020-09-16,NaT,,AOS,2
hLvHdctR43pR09T,1,1991,400,0,2019-10-27,NaT,,AOS,1
9TUAavVctc418Z1,0,1996,300,7,2020-06-28,NaT,,AOS,1
F9sbQgo1cDU1snn,1,2002,300,6,2019-08-10,NaT,,AOS,4
sO1HS97K1reGBzR,1,1996,300,12,2020-11-28,NaT,,IOS,1
c9cmsVcciJiTmJr,0,1998,300,9,2020-10-05,NaT,,AOS,0
ThRRmFzL23DRnbW,1,1990,500,0,2020-05-09,NaT,,AOS,1
inJ2dcIkxVLjclA,1,1993,400,1,2020-09-28,NaT,,IOS,1
PlsYxrqSe3YDcvC,1,1992,400,0,2019-09-18,NaT,,AOS,0
jPqBn0GvISOGRRe,1,1996,500,3,2020-09-05,NaT,,AOS,1
mxgfLIQhjZF9z6J,1,1997,300,0,2020-12-20,NaT,,IOS,3
ksFStQAGon6TEO7,0,1996,400,8,2020-05-31,2020-11-11,,IOS,3
hKgtGDknxMnvyM7,1,1998,300,2,2020-12-08,NaT,,IOS,3
CKOnpbyGJtu7INj,1,1999,300,9,2019-10-02,NaT,,IOS,3
r5uVA5aFSXX5Whs,1,1994,400,5,2020-05-17,NaT,,AOS,3
CKqPQ3AUbJmgwHh,0,1995,500,6,2019-10-14,NaT,,AOS,2
Oxl6wH34e6EuT4u,1,1995,300,8,2020-08-12,NaT,,IOS,0
ghYCaJSAUzHUITO,0,1993,300,3,2020-04-10,NaT,,IOS,3
T52MdBUKMkPhLkt,1,1996,400,5,2020-04-14,NaT,1,AOS,3
nUvf5cNcRO2wSLx,1,1996,300,4,2020-11-26,NaT,1,IOS,1
Sgweq0EaZ6fSQHG,1,1998,500,10,2020-08-08,NaT,1,IOS,0
GKN0bIKiJizeQLN,0,1993,300,0,2019-11-06,NaT,1,IOS,3
l9S4GjOSaBGFWEL,0,1998,300,8,2019-12-01,NaT,1,IOS,3
I18a8Utr8vsGQ4i,0,1991,300,1,2020-02-06,NaT,,AOS,4
H7Bf4CFEuk3TIF0,0,1995,300,0,2019-08-05,NaT,1,IOS,2
nal5muXdo7PEneo,1,1999,300,8,2018-10-27,NaT,,AOS,3
mSIVVYuaBc6SZrZ,1,1998,300,8,2020-06-05,NaT,1,AOS,2
4BVO4KJWteYElu1,0,1999,300,3,2019-08-26,NaT,1,IOS,4
N3BT08O4t3vKSnl,0,2000,300,8,2020-01-10,NaT,1,IOS,3
3EYDcVcTSL0OlzB,0,1999,300,10,2020-09-16,NaT,1,IOS,4
bGZozHc39m3ABEL,1,1993,300,5,2020-01-17,NaT,1,AOS,2
dUi2eR59NKUM4mk,1,1991,100,9,2019-10-23,NaT,1,IOS,0
J8ixeDXUN9DUz7O,0,1997,100,5,2019-01-02,NaT,1,AOS,4
jOyQR1TpAg8jA8J,1,1995,100,1,2017-10-24,NaT,1,AOS,0
6JH2GwlAEO6hF7b,0,1974,100,0,2020-09-19,NaT,,AOS,0
i6x5etiUBVKpzo4,1,1977,100,1,2019-09-08,NaT,,IOS,0
W92YVuBsH7tlcev,1,1991,100,11,2018-09-21,NaT,1,AOS,5
frmWRU7uEfrDyOy,1,1998,100,6,2020-04-27,NaT,,AOS,5
Ty5A5VyWQUNjDGz,0,1976,100,0,2017-05-31,NaT,,IOS,2
wIPxSV3ylCyhrDF,1,1974,100,6,2018-12-22,NaT,,AOS,0
K69e3YIMW183OO8,1,2001,100,6,2020-09-10,NaT,,IOS,3
4N9RNWSXDpIzqUW,1,2000,100,0,2020-06-05,NaT,,AOS,3
7BI9ukHabRSem2i,1,2002,100,11,2020-02-13,NaT,,IOS,4
5T0649L0Tkf64ja,0,1997,100,8,2020-11-29,NaT,1,AOS,4
PXfcygqOXM2DBTL,0,2000,100,10,2019-08-31,NaT,1,AOS,4
YHPWsSm8Sw8yMp2,1,1972,100,2,2019-12-27,NaT,,AOS,0
O3SGMGI2gcVOulC,1,1980,100,0,2020-07-16,NaT,,AOS,0
3mOpWIWCmV2Kv0K,1,1979,100,0,2018-07-18,NaT,,AOS,0
isu2630MB0xuezp,0,1989,100,11,2019-10-13,NaT,,AOS,4
52bVeTQVrUYnhte,1,1992,100,7,2019-07-09,NaT,1,AOS,5
reco93llmLT1O2a,1,1993,100,1,2019-08-24,NaT,,IOS,0
EORCznV0bGJ1u9L,0,1988,100,8,2020-02-22,NaT,,IOS,3
oHRNoaDB1qr230Z,1,1985,100,9,2018-07-28,NaT,,AOS,0
Bi9Y7HhkofQRT2I,1,1992,100,4,2016-10-30,NaT,1,IOS,18
X2fmEDLbrwGMPBt,1,1999,100,6,2019-12-13,NaT,,AOS,3
ZMePmohDQdFFlo1,1,1987,100,8,2018-04-09,2020-09-20,,IOS,0
84zMn4JDNnTEEx5,1,1996,100,5,2018-12-15,NaT,1,AOS,4
y9txRHAh3olD90b,0,1998,100,8,2019-12-03,NaT,,AOS,3
qOEyei9yZpnUFOS,1,1975,100,3,2020-03-31,NaT,,IOS,0
4rxKxFx8PuaSEpP,0,1998,100,11,2019-02-08,NaT,,IOS,2
siv3DMlMH3hm4Xo,1,1977,100,0,2020-11-14,NaT,,AOS,3
0Jpn3xeXEIUy9b5,0,1983,100,0,2018-03-08,NaT,,IOS,0
qgc81E2PVVCyqJw,1,1973,100,1,2019-10-06,NaT,,IOS,2
SeY3RlSIirMYFKh,1,1980,100,8,2018-04-08,NaT,,IOS,1
GK0TIu2ywcSOWFM,0,1993,100,8,2017-03-17,NaT,,AOS,0
Cjy8QaKYUWXoXoh,0,1982,100,3,2019-12-03,NaT,,IOS,0
8u82yHFXATdrty1,0,1976,100,3,2019-04-10,NaT,,AOS,5
v690yj9DERgJPNO,0,1997,100,8,2018-11-21,NaT,,AOS,4
8H9K32JY9JfwjcP,0,1990,100,0,2020-04-25,NaT,,AOS,2
tPq4DhP4TNWFDDH,0,1990,100,4,2016-04-21,NaT,,AOS,0
SeKCe3QjpFiiCNd,1,1985,100,6,2018-07-15,NaT,,AOS,2
2rXqSPIfuJACooa,0,1993,100,9,2017-10-20,NaT,,AOS,10
1srN7qA8tVSLMnO,1,1995,100,7,2020-06-14,NaT,1,AOS,3
nBptnLV4Se6H907,1,2001,100,3,2020-08-21,NaT,,IOS,6
p73gusOSPPpVOGR,1,1996,100,6,2019-07-13,NaT,,IOS,1
chzQ1AUSpHPNa9h,1,2003,100,16,2017-02-14,NaT,,AOS,5
wJIiW4Il05DD0Es,1,1989,100,0,2020-06-06,NaT,,IOS,0
ODGMpDcDK5YaIfu,1,2000,100,5,2018-12-28,NaT,,IOS,4
VbHJgwqkYWtQ8mK,1,1984,100,2,2020-03-27,NaT,,AOS,0
tBRB6zx7rOys2B3,0,1997,100,5,2020-05-16,NaT,1,IOS,3
klO307e9B5Tq8FW,1,1995,100,2,2018-12-11,NaT,,AOS,0
wtpfNjb4iPczeCh,1,1991,100,5,2017-10-26,NaT,,IOS,0
toFAbsizEXe9WEU,1,1980,100,1,2019-06-07,NaT,1,AOS,4
MsCqGruIlIn0CGj,0,1992,100,8,2018-10-06,NaT,,AOS,0
iG4EwGEybfDXlo5,0,1994,100,6,2020-09-20,NaT,,IOS,1
LES7R4k5s8ZDywa,1,1996,100,1,2018-10-25,NaT,,AOS,1
k0ugs1qw0RelP2Q,1,1998,100,6,2020-03-10,NaT,,AOS,1
9GSfNilNIdb5GSX,1,1995,100,1,2020-11-26,NaT,,AOS,3
zb9UlvrH43CsgI6,1,1997,100,10,2019-09-26,NaT,,AOS,3
XqoYiVPcCiWXyo2,0,1991,100,4,2018-03-11,NaT,,IOS,0
6NJ836lGLSJGluI,1,1970,100,3,2018-12-11,NaT,,AOS,0
ay5oABjcTgwrxCP,1,1996,100,4,2019-10-10,NaT,,AOS,2
Sdqx7cECP6gk32H,1,1995,100,8,2020-02-26,NaT,,AOS,1
O7a8LVPJzlg2W7d,0,1988,100,8,2017-04-23,NaT,,IOS,1
Qdsfd5gbfmbc4V0,1,1997,100,2,2019-03-17,NaT,,AOS,5
dBw8dKNyOQcIz4J,1,1976,100,1,2017-10-01,NaT,,IOS,2
s6urU9JrRBbGiJa,1,1997,100,7,2019-03-16,2020-05-10,,AOS,1
riGwnFC5XTPTT53,1,1996,100,4,2020-12-20,NaT,,IOS,2
WDRS0fAxM5Q7S7D,1,1998,100,10,2018-06-22,NaT,,AOS,2
hBVk18B37UzFUmO,1,1995,100,7,2019-11-17,NaT,,IOS,2
kZNAW6lAWJ2uSSk,1,1999,100,9,2017-04-22,NaT,,AOS,4
mhfYD9kUJ64zfTT,1,1991,100,10,2020-09-04,NaT,1,AOS,1
hQEkLejWY1ypPgj,0,1999,100,7,2017-09-16,NaT,,AOS,6
U9KmdbuST5W2XlC,0,1996,100,10,2020-11-04,NaT,,IOS,3
rqqgIrvCGk4OwtA,0,1990,100,6,2018-05-25,NaT,,IOS,0
Y3cW7SSSuQ39Qz4,1,1997,100,5,2020-10-31,NaT,1,IOS,3
DEFX3GMU4wFGVp9,0,1973,100,0,2017-11-14,NaT,,AOS,4
tWpgI8ALH8iauRC,1,1986,100,5,2018-11-06,NaT,,IOS,0
NyaNlqdF9r8tNRe,0,1978,100,2,2016-04-23,NaT,,AOS,0
138UX0u5SDzJepd,1,2001,100,11,2020-09-29,NaT,,AOS,5
lVfk5ZyLCaigjPE,0,1996,100,5,2019-02-06,NaT,,AOS,3
VGE6yuIxx2rtTuA,0,1997,100,2,2019-12-25,NaT,1,IOS,4
zbjR9B5Qap644fA,0,1979,100,0,2019-01-22,NaT,,AOS,0
X9u1BtDWRtmK1tU,1,1983,100,0,2020-11-16,NaT,,AOS,1
rgiJRZhOFWhB4r7,0,1997,100,5,2020-07-23,NaT,,IOS,1
9iejuo0nuHvJX5J,0,1971,100,1,2019-08-03,NaT,,IOS,0
xCjiqvfDPvkDM0R,1,1997,100,5,2020-06-25,NaT,,AOS,2
yTEFU77pCF3E17I,0,1992,100,5,2020-10-20,NaT,,IOS,1
FjBcoNbHPDBIjje,1,2000,100,11,2020-08-23,NaT,1,IOS,2
c5R3ZcJ7gCPZsxQ,1,1996,100,7,2018-01-05,NaT,,AOS,2
CU9KdRA3dHAvtJW,0,1985,100,3,2020-10-15,NaT,,IOS,0
VhQ5Sakc0XecXCw,1,1983,100,0,2019-11-28,NaT,1,AOS,1
auFfKXhmIwvJq45,1,1997,100,12,2020-12-18,NaT,,IOS,1
P6yWYgnh4Uvawcn,0,1996,100,8,2020-01-30,NaT,,IOS,1
v0O3P8sg5MQUhh4,0,1990,100,5,2019-11-18,NaT,,AOS,9
JhkmckoB7Z2TI6A,0,1993,100,3,2017-10-27,NaT,,IOS,0
dn7ve8KrX75l3R3,1,1997,100,10,2019-12-29,NaT,1,AOS,3
cwIQyaaNZYuEdD1,0,1997,100,6,2019-01-15,NaT,,AOS,5
Fz4feCgMrADvafP,0,1996,100,7,2020-12-28,NaT,1,AOS,2
HASgyM4CAVEnW68,0,1980,100,2,2019-08-13,NaT,,IOS,0
Uo4FRAwXdBuJkUO,1,1993,100,0,2017-03-12,NaT,,IOS,0
KjE0XlRKY00Eia9,1,1986,100,3,2020-11-06,NaT,,AOS,0
bnZvTABq3CPLc7o,0,1990,100,11,2019-12-19,NaT,,AOS,2
pEC5vlCDAeVbeZe,0,2001,100,12,2019-11-11,NaT,,IOS,1
icsbBOlPXa3nV3d,1,1979,100,0,2020-06-04,NaT,,IOS,0
YjiptLmOLYLa98v,1,1986,100,3,2019-07-08,NaT,,AOS,1
RckvMQXwOzbBpr8,1,1975,100,0,2020-09-26,NaT,1,AOS,0
YkY7yjLItTAN9fv,1,1984,100,1,2020-03-26,NaT,,IOS,2
BT6wFwgV5EHCYGS,1,1999,100,8,2018-10-27,NaT,,AOS,1
rTmIJjW4w4IsYoe,1,1996,100,12,2018-11-03,NaT,,AOS,0
TWNbf2XBZzdtL9f,1,1989,100,8,2020-03-20,NaT,,AOS,5
eRijUbz8zBT17qx,1,1984,100,0,2018-07-06,NaT,,AOS,0
aFWbGHL5bzzR6OQ,0,1999,100,8,2020-10-27,NaT,,AOS,3
vwXl9tbImrUP6rv,1,1996,100,8,2020-12-31,NaT,,IOS,2
0MGC5p5wUXlSD3G,0,1989,100,8,2018-05-26,NaT,,IOS,5
rvtJYhQO5QcLaVp,1,1995,100,3,2018-12-18,NaT,,AOS,3
UKC72934uthfHV0,1,2004,100,11,2020-12-01,NaT,,AOS,1
U6jCxoUCuhjj3zo,1,1970,100,2,2019-04-28,NaT,1,IOS,0
0aD11SOkcOQrKXH,1,1999,100,6,2020-02-01,NaT,,AOS,3
ezZ3b5kYq98RR1m,1,1996,100,5,2017-07-12,NaT,,IOS,3
b3cQkSK7izCzFxR,1,1990,100,7,2017-09-01,NaT,,IOS,13
Cb4cC2PlwfnS9Md,0,1994,100,3,2020-05-29,NaT,,AOS,3
xFFjD3B6MZPJvhA,1,1999,100,6,2019-04-16,NaT,,IOS,3
cCGADYGxjElRbXP,1,1997,100,4,2020-09-04,NaT,,IOS,2
dYFWZVL90mc59th,0,1994,100,8,2020-12-31,NaT,,AOS,1
Li0eaRdKQ9D2uWm,1,1994,100,6,2016-03-30,NaT,,AOS,2
fYJ9Ev2PGkzzypG,0,1985,100,0,2020-05-04,NaT,,AOS,0
EJJ7gvSVlsELkHG,1,1980,100,0,2019-06-13,NaT,1,IOS,2
Nl4ZzN8noOREXlh,0,1995,100,7,2019-03-02,NaT,,AOS,0
mTFLedJgCnHfTka,1,1981,100,4,2019-01-06,NaT,,AOS,0
uECahPxCuEz5tzV,0,1994,100,6,2018-07-20,NaT,,AOS,2
dLQya0nsMHiLSGO,1,2000,100,8,2020-09-16,NaT,,AOS,2
R7boWmkbEEmUZ6A,1,1985,100,2,2017-10-20,NaT,,AOS,0
WbnWGHCG4cZK5Jj,1,1991,100,3,2018-01-28,NaT,1,AOS,6
BUlzl3MCrF15jb4,1,1995,100,5,2020-09-10,NaT,1,AOS,4
WezNIyzFDnUHvpn,1,1972,100,0,2020-01-16,NaT,,IOS,0
2vunCPpLXuUwu3g,0,1994,100,0,2018-12-18,NaT,,AOS,3
NFtIqGXmvw8ZZmD,1,1984,100,2,2017-09-30,NaT,,AOS,0
bwzAx0DwmxvkSrL,1,1977,100,0,2019-07-09,NaT,1,AOS,0
DfYSKLHwGjd28he,1,1998,100,2,2019-08-28,NaT,,IOS,4
Hn5ltI6U8tzFnkD,1,1989,100,4,2019-03-13,NaT,,AOS,0
ovCvtvOwzao7ylc,0,1987,100,2,2018-12-21,NaT,,AOS,4
WUouCHjwredVR5J,1,1987,100,3,2019-05-07,NaT,,AOS,0
6rkfoGwQpldyHbW,0,1988,100,1,2016-05-30,NaT,,AOS,6
7NBws9hk4nG3chz,1,1990,100,4,2018-05-08,NaT,,AOS,5
YcMGwmGaL795Kuh,0,1993,100,2,2017-09-09,NaT,,AOS,2
sQUTZdF2cXlGLLW,1,1990,100,6,2020-08-30,NaT,,AOS,0
jwHW8UdQG2mSrVD,1,1994,100,3,2018-03-19,NaT,,AOS,4
NcvHDyNn4Mb3YIB,0,1996,100,0,2019-03-01,NaT,,AOS,6
thBqytH4BVO9iUn,1,1996,100,6,2020-05-09,NaT,,IOS,3
FE8FCNc5En8VQCg,0,1994,100,4,2019-08-16,NaT,,AOS,0
620IHheGD8mSjSH,1,1994,100,4,2017-11-25,NaT,,AOS,2
FJ7ipYzZEXIOjLr,0,1991,100,11,2019-06-25,NaT,,AOS,0
kn1uJQrhzCzB77q,1,1996,100,7,2020-07-29,NaT,,IOS,1
X34MGzAAHqGljH8,1,1998,100,9,2020-08-28,NaT,,AOS,0
bhGtXr0qAWPG2gP,0,2000,100,8,2018-07-05,NaT,,AOS,3
ui1jkyp3bNkrtbZ,1,1996,100,6,2019-10-07,NaT,,IOS,2
Z5FaJtKzMXkUM0Y,0,1979,100,0,2018-11-24,NaT,1,AOS,1
0D7LMbizfGZDdmT,0,1997,100,7,2018-10-25,NaT,,AOS,3
Er1PU5dv9gSfbIm,1,2001,100,7,2020-11-12,NaT,,IOS,4
M6cArquD4IsPMvP,0,1980,100,1,2016-12-05,NaT,,IOS,6
DeQfrPwKJJCAqxt,0,1982,100,0,2018-12-24,NaT,,AOS,2
FROk3TTMa5HX6mE,0,1992,100,6,2018-08-18,NaT,,AOS,0
oYGspRAZiAM0auJ,1,1990,100,3,2018-02-14,NaT,,AOS,7
OI4mrAkESgAGIxN,1,1979,100,4,2018-09-08,NaT,,IOS,7
kjMLfh05sBlV7st,0,1991,100,4,2017-11-20,NaT,,IOS,0
fH2H2iOmbEKyOGZ,0,1996,100,7,2020-01-08,NaT,1,AOS,2
3b8aUwCpBSeZvwi,1,1995,100,4,2019-06-06,NaT,,IOS,5
q7kAvSlFaJEDrd3,1,1992,100,9,2019-02-05,NaT,,AOS,10
eSVTFOO1sSZANxu,0,1998,100,3,2020-08-29,NaT,1,IOS,1
VTXhsMxPc8rMllN,1,1997,100,5,2020-02-03,NaT,,AOS,3
CEN1ShHwGid9hQT,0,1997,100,1,2018-05-16,NaT,1,IOS,2
aD8BhoZET1vwgU9,1,1984,100,0,2020-06-26,NaT,,AOS,1
Q1lZRTjXNH0CWOl,1,1999,100,7,2020-11-01,NaT,,IOS,3
8KsqhMezDI1pN8U,0,1988,100,13,2020-06-16,NaT,,IOS,0
UBeRBneUJLHEOPG,0,1997,100,8,2018-01-05,NaT,,AOS,1
8eQzc4ZQpIav14Y,1,1998,100,9,2020-10-24,NaT,,AOS,3
XpDItHAhxd9C5Co,0,1999,100,6,2019-03-13,NaT,1,AOS,1
E5aJzan8AAPJ46q,0,1995,100,10,2017-09-14,NaT,,IOS,0
37flAflDrW77CIo,1,1995,100,3,2017-12-24,NaT,,AOS,9
9nc3Dd5PW6UHIx4,1,2002,100,12,2018-04-23,NaT,,IOS,5
uk3ITq01hNI3I2y,1,1990,100,3,2019-01-01,NaT,,AOS,0
awOJ4XVMmC7QJv0,1,1977,100,6,2019-11-21,NaT,,AOS,2
lZ9m6agqA6K24tW,1,1980,100,0,2019-12-29,NaT,1,IOS,5
eJiCCdkasizI572,1,1997,100,7,2019-11-03,NaT,,AOS,1
wLDVM8iVdYloFLH,0,1997,100,11,2020-05-16,NaT,,AOS,2
yPqIqUvCYmm9qcR,0,2002,100,8,2018-11-08,NaT,,AOS,6
Ucj1Ez2OUCoirjJ,1,1996,100,9,2019-02-25,NaT,,IOS,1
DqJPQcys2OKzfsx,0,1994,100,1,2020-05-18,NaT,,IOS,1
iSrcM7XVh1icqiw,1,1996,100,0,2019-11-17,NaT,,AOS,4
uSnoJBnH7vqe0SA,0,1990,100,8,2018-04-13,NaT,,IOS,0
h65VFNYUIeNA5mN,0,1996,100,6,2019-04-03,NaT,,AOS,0
yA4nNuVLHV667Un,0,1993,100,1,2018-02-24,NaT,,IOS,2
c6NuPeTclFDbsbf,0,2000,100,6,2020-11-22,NaT,,AOS,1
2gwtSJUgQOsF9Yq,1,1998,100,5,2020-10-12,NaT,,IOS,4
SD3VzzdytRAD5Tq,1,1995,100,5,2019-09-04,NaT,,AOS,0
dt3ToxCINR5GL24,1,1997,100,0,2018-08-19,NaT,,IOS,8
UURFEuvMp1SDTt8,0,1994,100,5,2020-10-08,NaT,,IOS,0
BuYdJyK4uSC3vuJ,0,1998,100,8,2018-12-07,NaT,,AOS,3
9m0ivzsyjExqQ6I,0,1995,100,4,2019-01-24,NaT,,AOS,1
MOFprhimrnLDg5z,1,1983,100,1,2020-10-06,NaT,,IOS,0
dhQrCC3UM5cKvfu,1,1997,100,5,2020-10-15,NaT,,AOS,0
2BT05ZuRIEmOZht,1,1988,100,5,2018-11-15,NaT,,AOS,0
ty4beqYAuaK7jqO,1,1997,100,5,2020-12-09,NaT,1,AOS,4
wmMdfEZsNqcz1oS,1,1992,100,2,2018-04-25,NaT,,AOS,1
87lZCz36KDiAaZX,1,1997,100,2,2020-08-29,NaT,,IOS,2
qiUiDcLaIJY7XxV,0,1992,100,5,2018-06-07,NaT,,IOS,0
KzrGu1o8sw13N9L,1,1995,100,6,2020-11-16,NaT,,IOS,1
1pvPkCyV3VfUvBY,1,1992,100,2,2018-02-27,NaT,,AOS,6
zSGECML4fwIOuLV,0,1995,100,4,2018-08-21,NaT,,AOS,5
4LHTALzKXnPgFxK,1,1996,100,4,2020-06-16,NaT,,AOS,3
vPWvbuodLZNe5Ke,0,1999,100,7,2017-02-08,NaT,,AOS,5
JegNxSfNKElYb5i,0,1995,100,4,2019-05-12,NaT,,AOS,0
dfmLYIz1l9i9k9k,0,1993,100,1,2018-08-04,NaT,1,AOS,5
xqPD7zfGmXZVEom,1,1997,100,5,2019-10-28,NaT,,AOS,2
6BEWbjavGjUsHCd,0,1998,100,8,2019-06-09,NaT,,AOS,3
KVu6dcjjVd2q1UK,1,2001,100,6,2020-04-17,NaT,1,AOS,5
b3fyv4biZzeJW6M,1,1982,100,0,2020-09-21,NaT,,IOS,0
6TNORryXIGwR7gf,1,1992,100,12,2017-10-01,NaT,,AOS,8
wUsv1OdMHC00vEW,0,1996,100,6,2020-07-03,NaT,1,IOS,3
I8GJMHcYpwBZpIj,0,1989,100,7,2018-10-16,NaT,,AOS,0
33sEQ9ulxgODuhv,1,1997,100,10,2020-05-21,NaT,,AOS,2
T51JcYcn14GMi29,0,1998,100,7,2018-12-23,NaT,,AOS,5
7HVVtKmlVDlGNLP,0,1999,100,4,2020-09-29,NaT,,IOS,3
nxVUY1LcUC3Hd7j,1,1998,100,0,2019-03-07,NaT,,AOS,4
NWAR2yL1i91R89H,1,1997,100,6,2019-09-19,NaT,,IOS,2
3JvrrLPSm5F6rto,0,1974,100,0,2019-08-04,NaT,,IOS,0
F8wd3vAVJ4twJMo,0,1989,100,7,2019-04-12,NaT,1,AOS,0
GCWIzAojp6j3fc2,1,1994,100,1,2019-08-18,NaT,,IOS,2
DdFcIRqEPDE9fzd,0,1998,100,2,2020-06-04,NaT,,AOS,5
PDDJV9lfwnfTJlY,1,1992,100,0,2018-08-02,NaT,,AOS,1
u1zWHi4RpRnYSnu,1,1998,100,7,2020-01-26,NaT,,AOS,4
mIqSeiG2fgfTtZ6,0,1977,100,3,2018-03-31,NaT,,IOS,3
6LCtJFjp39RMoIs,0,1992,100,8,2019-01-28,NaT,,AOS,0
vzxOQPetjnOTzgP,1,1996,100,6,2020-08-06,NaT,,IOS,3
YRpiKJH5XNvQaRr,0,1992,100,5,2017-09-20,NaT,,AOS,6
kX7AlPuPFh2odcP,1,1976,100,6,2018-05-09,NaT,,IOS,0
zDHalQ3CdLjFw0n,1,1993,100,3,2019-08-25,NaT,,AOS,2
