vendor_id,if_affiliation,joined_date,bookmark_cnt,item_cnt,base_shipping_fee,commission_rate
j3oPBjYrL7RLpbD,True,2018-06-26,791,97,2200.0,0.19
3skxJXMvwXg9a0m,False,2015-05-04,830,185,2800.0,0.35
EL2WipVmCFyBe9i,True,2019-09-02,802,178,1300.0,0.15
CtRNn12wVCx4sCy,True,2019-03-17,1028,149,3100.0,0.59
Z0BfZz1CKNjPwho,False,2018-05-03,503,97,2500.0,0.3
N63a9LvTWMjZ9Wi,True,2019-08-11,221,22,2300.0,0.34
gpTcUrHFQAaxqQJ,True,2019-11-03,2483,203,3300.0,0.5
MZjGWCvez5SR1Jw,False,2017-02-23,667,68,2100.0,0.07
mJY15JeNfYCcvTc,True,2015-11-17,1104,54,2500.0,0.38
eHcrffd6uIpFHlt,True,2019-09-07,1958,30,2200.0,0.42
HvPeGdxFfpxzNaN,True,2018-08-31,880,96,1600.0,0.05
QltwJcuxrGsYBOI,False,2015-04-30,652,98,2500.0,0.46
RzOfu7N7TSBN1Iw,False,2014-09-05,2032,113,2500.0,0.13
2CpYoro69oNHzYu,True,2019-09-25,3457,30,2000.0,0.45
kUl3s8B7GTvAJ03,False,2015-05-04,291,389,3500.0,0.25
W9vEOXwmDROFW1C,True,2019-05-15,997,126,2400.0,0.2
K4df6xm7K4KwXMb,True,2018-09-10,837,37,1800.0,0.22
YVVoSXNgLsS1bIY,False,2018-12-31,1233,160,1400.0,0.04
bCacTZ649ySk4UR,True,2019-09-25,1932,45,1800.0,0.29
VetBTZa8ZBpbJjh,False,2017-01-08,1303,87,2100.0,0.32
P191Xq2jjowfiOR,True,2019-06-03,174,15,2300.0,0.31
cbMkDWMWRVMKP8v,True,2016-10-23,508,37,1700.0,0.07
S9o8tl06ypta1BY,True,2019-08-12,1491,136,2300.0,0.1
judn5Rtqv90u62C,True,2019-07-16,2331,43,2000.0,0.28
W5F18l0TQg1ySPJ,True,2019-07-28,152,43,2600.0,0.34
d50Dy0CctllKMIb,True,2019-09-16,888,153,3100.0,0.5
VKPeVfhmdaVuDJ5,False,2015-06-10,2447,200,3000.0,0.02
DXfYkvGwJPzxYay,False,2017-10-03,939,23,1800.0,0.29
CL15eav7GPxlmwQ,True,2019-03-10,64,26,2300.0,0.27
OQFsUuRR9GHc0Kk,True,2019-07-20,1045,152,2300.0,0.02
0G1gAdJyMC7Chkf,False,2015-04-23,1118,123,2500.0,0.25
u62MPXSjEZ2Itso,True,2019-09-22,886,117,2100.0,0.3
FQscDmXE09jT0pi,True,2019-08-28,834,78,2600.0,0.39
nIKmfvDGhrWotns,True,2018-09-18,295,127,1600.0,0.24
Q49BXAhJ1ZXOsCo,False,2015-06-09,302,228,2600.0,0.16
Y6D2JMZTOsojgN0,True,2019-08-13,1159,62,1900.0,0.03
tUkjaQaT10khhpb,True,2019-10-17,920,82,1900.0,0.31
nZNvjQD9tkcHDOc,False,2016-06-04,62,97,2400.0,0.32
XMMnHOvZ9L9EJM5,True,2019-03-17,555,100,2600.0,0.27
LiDyY7dcgZQtplz,True,2019-08-18,2055,254,3000.0,0.2
nQFXQyA05kgomWC,False,2014-09-25,1686,111,1300.0,0.05
CjjIyfyHpAsxmLG,False,2015-05-13,1087,152,2600.0,0.23
W6Zkh6f7e6KlOMe,False,2016-09-25,674,117,2600.0,0.47
PD0LJG43Dmykepe,False,2015-11-21,1193,84,1800.0,0.19
UsOTUt3sSrKsarG,False,2014-06-09,3138,41,2400.0,0.25
uU8QY0tS3J6M1P8,True,2019-09-15,1800,12,1900.0,0.27
hfVLWA4yB36RkSu,False,2014-06-18,1198,158,2300.0,0.11
HR0EFIsROdInIHS,True,2019-10-29,1159,98,2000.0,0.34
tDFDPj1akCDJGFe,False,2015-04-12,1291,70,2000.0,0.09
Npsx2l7RfVzMo10,True,2019-03-17,478,114,1500.0,0.35
ZozoqGmFnfrxY0O,True,2019-01-17,539,17,2600.0,0.38
W1MWw4wKUTrrcjF,True,2018-07-25,1442,130,2300.0,0.25
xiNLGiBH0Fa4KKZ,True,2019-08-18,225,178,1500.0,0.16
WSH3GsobT7nknXl,True,2019-01-30,1172,26,2200.0,0.01
bbkedNfr1fEacef,True,2017-05-03,852,49,2000.0,0.24
aNZRqKMYKZK8rTE,False,2015-03-26,1524,80,2300.0,0.22
N2IWswVXYcFDlSM,True,2019-08-12,133,34,2200.0,0.37
03jFLX4JYbYwzV8,True,2019-03-17,1126,49,2200.0,0.18
JR5fYniIRv6rcJj,False,2014-06-05,1114,107,2500.0,0.4
cfle4Ksmfr1dgcE,True,2019-09-23,618,22,2100.0,0.0
QjnGmzZvrtuBVAF,True,2017-10-19,788,27,2000.0,0.16
LZRnlUBSSyaKXb0,True,2019-10-16,1404,60,2700.0,0.4
VZW4fu9wMLH4oYA,True,2019-09-23,715,6,2300.0,0.5
G7TqFnink5tWRnU,True,2019-05-12,1442,36,1500.0,0.19
KZIfgrNAmgh2Jwn,True,2015-04-25,596,81,2100.0,0.12
rNbnGG6lQVxiw3X,False,2014-05-01,1238,303,2600.0,0.04
YgkyKSW3kTRMku0,True,2019-10-29,713,54,2500.0,0.5
qa0pT58D4oJwreP,True,2019-10-07,1635,43,2400.0,0.61
TX2VC0O79IAZqbA,False,2016-02-19,1358,48,1700.0,0.06
iYea9AAEQQq1Dpy,True,2015-12-13,1571,15,1900.0,0.11
3T66Di0ngedJyit,True,2018-09-05,299,124,1300.0,0.17
ynOS2kT4EqpgBIV,False,2016-09-06,25,58,1500.0,0.21
J0CLDCdOixwYmQT,False,2015-08-08,637,167,2200.0,0.04
Z27hPcV9HQQhAt0,True,2018-11-04,600,30,1800.0,0.1
qNNaro43wNfYjCg,False,2014-06-19,1400,335,2900.0,0.35
hWZhJklNP1okfrL,False,2017-06-24,244,69,2200.0,0.13
QSBvne94cKWmIvm,True,2019-04-27,726,178,1700.0,0.39
JpUnt7m7Li61pow,True,2019-09-25,582,130,1800.0,0.18
oEZk8LzzkEa8ZHU,False,2014-09-05,1878,17,2000.0,0.36
z58F83zBYvIzu0O,True,2018-10-10,1164,142,1600.0,0.18
lWb8oZtKbfkkYVP,True,2019-01-13,1269,132,2800.0,0.49
tZUy0mP6lAtVWWl,True,2019-11-12,2637,116,1700.0,0.29
ctGtcVqx3agHMeb,False,2015-02-15,1355,84,1500.0,0.16
C4kdTurF4anwTYe,False,2016-07-30,352,33,1700.0,0.33
t1CNOkclr4KS2tK,True,2019-06-16,113,90,2700.0,0.29
cpu67F6lvir7Urd,True,2019-05-03,1172,16,1600.0,0.11
x7LkIw3BMdd9itD,True,2019-07-07,142,147,2900.0,0.26
85lviutQr0MECHS,True,2019-10-05,806,27,2100.0,0.06
okk1gcVMuz4p3uq,True,2019-10-14,2328,99,2000.0,0.04
ocY1SkQ6sbNA6oC,False,2015-03-26,1997,23,1900.0,0.18
MpgJRhPh8BUwLRk,False,2016-07-18,537,34,2400.0,0.38
c4qQh7z4h72aHFP,True,2019-08-12,448,47,1800.0,0.13
ZI5sdr1q6OrnL3K,False,2016-04-12,1485,68,2000.0,0.33
ZwS1K3AuTXMztpN,True,2019-04-14,1191,118,2400.0,0.19
Guv4MTCTNK5t3ar,True,2019-04-27,468,136,1600.0,0.03
Qk52eJnuayasDe5,False,2015-04-12,1181,104,1400.0,0.37
g4fD5SH3KaqLled,False,2014-05-01,2697,54,1700.0,0.1
tdKqaf0WQRznTCW,True,2015-09-01,1558,65,2700.0,0.34
tzTVgJ676sYGqvW,True,2019-10-15,1653,185,1500.0,0.15
f6UdKDsYHfEBjIp,True,2019-08-20,270,50,2000.0,0.16
wa9RZ8vJbwiYDnh,True,2019-10-29,1976,76,1700.0,0.13
PAqSZ4vVxGb9Plu,True,2019-10-29,2632,48,2600.0,0.39
0lWV8n5irWH6IOi,False,2015-05-29,537,223,2800.0,0.23
yqEYywWFv1jP59g,False,2015-10-27,762,160,2200.0,0.28
aL1QOjIemGxmC3s,False,2014-05-01,2944,117,1800.0,0.43
4beaXD1ni3dzpOO,True,2016-01-11,2514,307,900.0,0.1
klFJhoAnJWKaKPm,True,2019-07-31,1209,77,2000.0,0.2
1jJpfXVEEZAFFgP,False,2015-10-24,454,110,2600.0,0.34
1O6i9RQxyXrNU4i,False,2014-06-04,3253,65,2200.0,0.18
Es2B8Og9RajPDvn,False,2014-05-30,2074,172,2600.0,0.17
u5Qg3oVWXln0BkA,True,2019-10-16,1877,71,1700.0,0.24
UtGBvpPvJHfCy86,True,2019-09-04,210,47,2000.0,0.04
tKwjpw7gGYk4gHw,True,2019-08-31,1229,217,2800.0,0.2
Mm2hFUvU8TsDTAr,True,2018-09-27,54,270,3100.0,0.17
JayzfSiUeZOyZ7m,True,2019-09-03,174,173,1600.0,0.11
JOUr3MstXinSK1v,True,2017-11-12,457,85,1200.0,0.01
HZ9iN79wNJT0Q9X,True,2019-06-17,106,56,2600.0,0.35
QeH9VlQQ0FxVM7H,False,2014-06-05,1572,100,2100.0,0.12
qq94IBdm0650nQK,False,2014-09-17,312,207,2300.0,0.19
L4ONIfkTzovqcpQ,False,2014-09-24,1557,36,1500.0,0.05
ixYUnKwh38OioH3,True,2019-08-26,1113,102,1400.0,0.09
JPxFqNB1GTzMEdb,False,2014-09-16,639,146,2200.0,0.05
eqlANjbGVXpbBZo,True,2015-07-29,1648,25,1900.0,0.06
7CJlo9WLpHHdq3p,True,2019-10-15,1965,59,2600.0,0.52
TmXIWv8vTaKhRbL,False,2015-11-29,770,55,1500.0,0.03
mzoLhem8rv6btXd,True,2017-01-09,576,100,2600.0,0.44
Bx8bbuhhO6niXQb,True,2018-07-24,31,84,2400.0,0.15
FmdqMCcQmjE4xHw,True,2019-09-25,1166,263,3700.0,0.3
s1PGwayig4yAEmo,False,2014-06-16,1365,193,2600.0,0.14
4m1FHQVipNSYvrh,True,2019-10-14,2833,65,1600.0,0.33
MLEGKdoEupa8KC5,False,2014-06-13,141,195,2100.0,0.22
oxrgEdyiImdRk3p,False,2014-06-13,1026,96,2000.0,0.27
esXzjkjGq774lFW,True,2019-10-07,2087,95,1500.0,0.02
w7qqJWhsKlP2WJC,True,2019-08-18,401,98,1700.0,0.04
S3shaIwuvxkvnzL,True,2019-08-07,532,12,2000.0,0.12
IUBKy7qCdLpglvS,False,2014-06-04,2095,192,2400.0,0.13
Jn0FgYq8mcaVfZK,True,2019-06-25,150,6,2400.0,0.34
b4mK6IA6cASQtlu,True,2019-08-12,726,62,2000.0,0.11
RrX0t33Sdle3Dy7,False,2014-06-06,2563,106,2500.0,0.07
PODa0cixRPbEnnq,False,2015-07-11,1737,77,2400.0,0.21
f8zcQor2h29y6Kh,False,2015-03-30,904,80,1600.0,0.01
yJTLbxGgkTZAvBV,True,2019-08-19,679,44,1300.0,0.22
xvYzBSJNlJEGRYB,True,2019-10-17,1030,3,2400.0,0.43
ORn8ttunTBTwum1,True,2019-08-19,1772,27,1300.0,0.1
6ML1YuWk2sBvdRg,True,2019-09-01,236,116,2000.0,0.22
5B71tRVoUhkb5eN,False,2015-05-19,515,105,2100.0,0.06
1OJvZj7RNOBU9Bi,True,2016-03-28,2080,34,2600.0,0.46
l2LgWG77I6cRLAJ,False,2014-06-13,764,133,1900.0,0.06
xUUtWWUJN4hL3sR,True,2019-10-06,1233,136,3100.0,0.37
aUJ8eWgJwnnbAR1,True,2019-10-23,1148,48,2700.0,0.41
W5tGDxmKbUWROo9,True,2016-01-06,731,289,3300.0,0.22
6MVlmSP2JH6byuW,True,2019-03-17,302,88,1600.0,0.23
jyTGEcfNxXvZ2FO,True,2019-06-15,448,15,1800.0,0.01
PHcOH3CWj9hjMeC,False,2017-10-12,493,76,2400.0,0.15
ZuWywQW2k6uYnWZ,True,2019-03-17,987,99,2300.0,0.16
s4IrVzXwj42QHYm,True,2019-10-17,1518,17,2100.0,0.26
d7Z0320VgEggE0I,True,2018-04-29,279,209,700.0,0.12
E93AX2Uc6EdomZD,True,2019-10-21,1734,105,1800.0,0.26
607NWddGXOGNXqh,False,2015-11-14,1696,143,1800.0,0.5
YeE2scWf1LXEMj8,True,2019-08-29,620,13,2100.0,0.18
M3Ux4xfolB9wK1W,True,2019-03-17,111,1,2300.0,0.29
l4ABXfih1clHUS8,True,2019-10-05,1966,29,2200.0,0.46
h50ZNM0Kcw4V002,False,2014-12-08,3108,145,1800.0,0.38
V2xARd6ORylT4y6,True,2015-11-08,886,131,2500.0,0.29
PSfK3lzTYeU8nzK,True,2018-07-10,37,48,2000.0,0.3
3sCGU0JUOwI100L,False,2017-12-20,579,76,1600.0,0.08
K2mhsaUjBQivPmE,False,2015-04-13,949,125,2100.0,0.0
VDxbUpNTxybnQaY,False,2017-07-24,358,17,2400.0,0.44
QCkkwNvK2ryWFfy,True,2019-03-17,448,88,2200.0,0.16
dOlaSpwyuZr07PT,False,2014-05-28,2661,103,1200.0,0.1
4dwDkRIgjnVarot,False,2014-06-05,2284,45,1800.0,0.25
BqBlwcwU57oAkti,True,2014-04-21,2608,167,2200.0,0.11
o8cw5GPpNO1O718,True,2017-07-23,458,9,2100.0,0.29
ezAiwurWDVNWxEM,True,2019-11-11,1584,58,2100.0,0.33
tISdN9hZCtkGDed,True,2019-10-12,2097,94,1500.0,0.27
rDja2FxZ6oNFHpX,True,2018-09-10,1458,71,1700.0,0.08
uX98DiOc35dnszZ,False,2015-04-05,1799,29,1800.0,0.11
gwgC4zI97O1FtLW,True,2019-10-09,2700,29,2400.0,0.31
5Bwl62ocqgDfOmx,True,2019-05-22,583,106,2200.0,0.39
U9RV04AMaZfHvE0,True,2019-03-17,810,64,2500.0,0.49
qYuZOG2So6yWiiL,True,2019-10-05,187,118,2000.0,0.08
Ic5Cejx8QbvrI5l,False,2015-03-31,183,175,2100.0,0.1
cRgXcBWfh9SxsbU,True,2019-10-17,1293,164,2800.0,0.16
mTVyXKD6rTB1Kvb,False,2018-01-04,347,148,1200.0,0.18
CDkFEc0LvbVny5W,True,2019-07-29,472,38,2900.0,0.39
5WfOlZcgu9BPNZf,True,2019-08-18,139,241,1400.0,0.33
TC0wMXqwxrOhw1H,True,2019-07-30,690,76,2000.0,0.18
Rddty49UdXWQMZe,False,2014-08-17,1600,163,2100.0,0.03
wR2yJnrQBwoCeAz,True,2019-10-21,999,163,1800.0,0.49
z8IfH2b23xEpB4U,True,2018-01-22,1371,42,2000.0,0.09
9JQ6tYeGWz8f3Ty,False,2018-05-04,467,166,2600.0,0.17
KYQIFsv5Uo4x2F4,False,2014-12-23,1415,125,2700.0,0.47
5IY2fs6BktIT4aL,True,2018-01-26,389,158,3200.0,0.69
ElrQSiODuheanp7,True,2019-08-12,332,44,2400.0,0.25
ZTczItygIMSP6T4,False,2014-09-05,2090,101,1900.0,0.2
Tthq02VlzNmdRb6,True,2018-12-06,396,44,2300.0,0.07
juHt68WjAQ6uxuu,True,2018-12-16,250,47,1700.0,0.29
TaD9eY7ZNTAwOR7,False,2015-05-12,2323,26,1700.0,0.02
itCErjdYy7OJ6FJ,True,2019-07-30,184,164,1400.0,0.26
yjxpHBHyuJr7ZU2,True,2019-10-17,2402,157,2400.0,0.17
Hk4NDBjrunBFzZV,True,2019-07-30,364,129,2700.0,0.39
inYzr3Yk4iEyzme,True,2019-10-23,892,15,2200.0,0.2
yeVQLpYtT5OPweA,True,2019-09-11,1523,44,2000.0,0.06
EmUE4O7cSkCBDb8,True,2019-10-10,840,62,2700.0,0.18
e8Nyyv1Emv7IFgD,True,2016-04-05,1892,16,2300.0,0.18
D9Mm4BWJUeyIeK7,True,2018-02-13,762,84,2700.0,0.58
GOVylcT3QyYeKvp,True,2019-10-18,2477,69,2200.0,0.27
5CfcM46yMnkQHKb,True,2016-04-16,530,128,2700.0,0.38
BX5IHvg71CieUDv,True,2019-08-24,1034,11,2100.0,0.32
5bH9wkFb4s38VSy,True,2015-10-12,113,147,2200.0,0.19
DhGazScxMdf1vTh,True,2018-01-31,780,171,1500.0,0.35
VweIFMC3T16ualf,False,2017-07-31,334,275,3100.0,0.22
ymMrh5wdwGa0S8S,True,2019-09-29,616,27,2000.0,0.1
K4X4QdBrwO2YQjk,True,2019-02-09,182,26,2500.0,0.53
rmKS73OPWpBP4Iq,True,2019-09-01,681,48,2300.0,0.17
bgsquiBJz7tV0y0,True,2019-08-12,464,54,1800.0,0.16
xtuLvtJiOAohXc6,True,2019-08-31,562,99,1800.0,0.29
zmEXS3cO4y221ui,True,2019-08-31,123,148,1900.0,0.44
jdAPrLrJJb1WBjS,False,2015-10-12,1689,65,2800.0,0.41
5xXu5W5U8hgP8iJ,True,2016-08-02,1708,18,2400.0,0.12
05OkbKslWSDYeEA,False,2014-06-22,1342,56,2200.0,0.4
AfcRDrGLYWnyzXd,True,2018-09-04,1116,115,1700.0,0.15
U4kePH8eEnfLybe,True,2019-08-19,921,85,2200.0,0.07
is2NGnpdL47jd0Z,True,2019-10-08,426,17,2700.0,0.39
XyN64xHHDxFLiM7,True,2019-09-03,2013,6,2100.0,0.33
TdAhxktNdNXvrwl,False,2015-03-02,845,159,2600.0,0.28
uBPqQqHnBmEEvFQ,True,2019-10-13,2075,118,1800.0,0.25
wElRICDE5ej1TDS,False,2014-05-01,2229,60,1400.0,0.19
CgPD63OBLGU9dip,False,2014-06-01,1683,53,1800.0,0.16
SEgoMh5VIoQVjZr,False,2014-05-01,2572,135,1200.0,0.24
XTd3dfPElAaWBTR,True,2019-10-13,4244,52,2300.0,0.32
fmHbpXZBLSKtF2O,False,2014-11-12,88,316,2600.0,0.15
jHqIfIgYs7ZKdEu,True,2019-08-07,684,59,2700.0,0.46
nHQwjluwUTIQgWa,False,2015-08-07,804,20,1900.0,0.1
BS2aTknk6LTaZ43,True,2019-03-17,580,74,1900.0,0.18
6gGpwXdwFgXjoSD,False,2015-04-28,2764,83,2000.0,0.21
hSCMbOTCWLldPth,True,2015-06-23,617,173,2300.0,0.27
G3URdy2Cb0TSzES,True,2018-10-30,824,11,2600.0,0.35
6Ajy9MkdwcOQliK,True,2019-08-26,1246,11,2300.0,0.36
OJ2iw6WKdNZq2MF,False,2017-03-01,769,111,1400.0,0.13
WcIK3AfxEXN9Jeh,True,2019-05-08,356,99,2400.0,0.26
Y6xcvvuzKYJzo3G,False,2015-04-03,1464,37,1900.0,0.24
kpINseT3EuVyAVn,True,2018-02-12,501,73,2100.0,0.18
nMqaSg6knrw4FLM,True,2016-01-24,0,179,3100.0,0.61
GH8KUbC3Qqjapvk,False,2015-10-17,346,68,1700.0,0.15
VnWlM4rB7FiuSEF,True,2019-01-15,662,13,2200.0,0.26
yQhq9fv0DXxKmPf,True,2019-03-17,774,236,1400.0,0.15
We7fK7OemG3JImg,False,2016-12-22,1655,12,2200.0,0.15
yjhMeA2tTJot0MR,True,2019-10-26,838,168,1500.0,0.14
f5A1Mh5pMQjRESt,True,2015-03-17,2111,120,1500.0,0.26
XLUJZPv2bE7bLoX,True,2018-04-30,126,2,2000.0,0.29
pUUX41GvvoHAiY8,False,2018-04-30,98,13,2200.0,0.38
ofukKIjCT04aPU0,True,2019-03-17,196,76,2500.0,0.38
WXZYgAbDKfiTu0R,True,2019-09-01,1821,249,1200.0,0.51
Xai0YexpG3fYzou,True,2015-11-02,1832,2,2100.0,0.24
xFne9kSe2Bl7lR3,True,2019-05-03,650,9,1800.0,0.21
xF6mF9lg7UEZm3O,True,2016-08-02,1665,90,1800.0,0.05
lCKSb2duwHhPbyy,True,2019-08-14,1190,67,2700.0,0.47
763IStwP1Yi1Gix,True,2015-03-15,913,22,1800.0,0.3
VLMIfk2CBgQv0Uk,False,2015-07-13,114,191,2200.0,0.01
8zOXwu3Sq1kJjd6,True,2019-10-12,941,170,1800.0,0.42
x191QohazolLFpe,True,2019-06-23,309,31,2600.0,0.36
QcuthV7oEe0jahP,False,2015-03-29,2334,35,2200.0,0.12
IPSCxWqZ7s4tIBJ,True,2019-05-14,1080,33,2900.0,0.37
XKKF49D06dCrUPM,True,2019-10-03,1585,11,2300.0,0.4
wwiMoA9wl8ESme4,False,2016-12-20,351,56,1900.0,0.01
SrI9fqqDwN92PTV,True,2019-03-17,3,37,1900.0,0.16
GHyXWvq7ne37mr5,True,2019-11-02,1369,28,2200.0,0.31
qkPImJrbdVeqZum,False,2015-05-17,1268,20,1700.0,0.02
pcTF3ol7MiImmuz,True,2019-10-21,2241,92,1400.0,0.06
ZGAjKqSNcQRqFaj,True,2019-08-07,812,49,1900.0,0.25
XmSSPTFIRvQs4IK,True,2018-08-13,878,76,2100.0,0.22
xW44KWqhIWt87HA,False,2016-12-07,1348,287,800.0,0.23
ojmCnFm7YP5ZDs0,True,2015-06-29,1317,71,2000.0,0.36
ZK0Rk2JKJs2XUEn,False,2014-06-04,2479,86,2300.0,0.03
mNbr6e4t65opLa7,True,2015-11-21,1920,48,2300.0,0.11
eu6ywOA1a0no94F,False,2014-05-29,1355,148,2300.0,0.3
aLz17fBtsj8TJtm,True,2015-10-28,1133,62,1600.0,0.0
IsWRCluKn3LWn61,True,2019-07-22,532,25,1600.0,0.08
lsUNAt6InAIAQFr,True,2016-05-30,43,20,1900.0,0.38
pOF4ZeQeyPbzlae,False,2015-05-10,1800,62,1800.0,0.09
nF87MUAXVRNoWSU,True,2019-03-17,62,39,2100.0,0.27
EXhgsXEQ53LtHe2,False,2014-06-21,1038,252,2500.0,0.06
CiAlrlCZpALNurA,False,2015-10-27,83,175,2600.0,0.28
uu5K3jxRVt9zLW8,True,2019-09-27,1529,172,3200.0,0.39
2SXqSiQkOIcPhgE,True,2019-07-15,175,20,2200.0,0.13
rO21SpSJPVAtqIM,False,2014-06-05,2336,63,1800.0,0.15
Htj2WmcSOY5FaeZ,True,2015-10-13,1072,90,2100.0,0.06
CYgKJCL9uf5Gomq,True,2019-08-02,54,129,1800.0,0.39
moTvZuRoWkyOtzp,True,2019-10-30,2149,152,1800.0,0.26
HlDtyEDq6kRE7pr,True,2019-10-08,2165,186,2200.0,0.52
Npv1qk7OvAi2loC,False,2016-11-26,266,35,1800.0,0.26
FXndzr5tsnWgbUm,True,2018-10-15,548,31,2100.0,0.16
LJDczSJjkdjNM4n,True,2015-10-27,116,12,1900.0,0.18
b6V6j7FkWPXgtVA,True,2019-08-21,22,107,1800.0,0.28
vJhkGhX08dwtMXA,True,2019-10-19,2632,140,2500.0,0.02
8odeOkesppAuX9R,True,2019-11-20,1090,45,2800.0,0.37
mT5ga9ZIMLf71qr,True,2019-02-06,438,78,2100.0,0.05
cMlYrtpCm3RVRhZ,False,2015-08-08,1319,162,3100.0,0.63
fHDTMA8Q2j5Y1pV,True,2019-03-17,276,72,2400.0,0.33
E14I2VSpatVseEx,True,2019-08-12,771,45,2500.0,0.32
uUhFoH2LvjBuQk5,True,2018-05-22,374,23,2100.0,0.22
K7a3QWIQ6X6gNfV,True,2016-09-14,1575,101,1500.0,0.11
oJsbg5JIRp70wjn,True,2019-09-15,791,171,2700.0,0.11
d1fFfcgDefSdRS5,True,2019-03-17,1457,236,3000.0,0.5
DSiw5d50jWxouIF,True,2019-11-20,2354,29,2200.0,0.44
L6CpFlHCKGPQgSV,False,2015-05-09,1206,38,2300.0,0.29
A9BNpyggcjJhdSK,True,2019-07-15,705,155,2600.0,0.11
WVEWUy3Ht3fhB6S,True,2019-05-08,559,44,2100.0,0.14
mj4QJ7PFueh1FVY,False,2014-06-24,1824,108,2600.0,0.32
NehwrOrGPAafd2F,True,2015-11-03,1380,64,1800.0,0.16
21tu96WZGyIaVln,False,2015-03-26,620,144,2400.0,0.36
q3yJbiTAIrOHliU,True,2019-10-19,1346,47,2500.0,0.56
L3xHkMRwhD7ZUAf,True,2019-03-17,214,171,1000.0,0.12
K13owKz0J1ZUINs,True,2019-06-18,1203,89,2600.0,0.32
D4UcemVOk5BXQN4,False,2016-04-12,50,42,1600.0,0.06
e6NYEz0gTA1Fy2L,False,2014-05-01,2786,120,2000.0,0.0
ULWqzIfWeS190JC,True,2019-10-19,861,10,2400.0,0.26
0JBYZBiPnp6Pg6s,True,2015-09-02,91,46,1700.0,0.13
SXzQmJ21CHUXQm9,True,2016-05-10,735,14,2000.0,0.17
8M9bxvPJTezK654,True,2019-03-17,1745,115,2200.0,0.39
oImtDBtIKu5uWe4,True,2016-04-23,224,129,2100.0,0.17
6AS75rquNfQBjL6,False,2014-05-01,2756,56,1500.0,0.05
tRqozUbLelFgUQd,False,2016-06-09,417,17,1500.0,0.02
Ip4OicrSl6oacpc,True,2019-07-15,1116,200,2700.0,0.16
TE67xhKT8N9slwE,True,2019-08-21,1484,54,2300.0,0.18
Swd7t20bBvh7zJU,True,2019-03-17,317,20,2000.0,0.16
ndpB3BmQlCAOXqv,True,2016-03-22,397,101,1700.0,0.37
50NcVOXlnXzlvcb,True,2016-06-13,1460,214,1200.0,0.05
wnfMHdt80Ceal8J,True,2019-03-17,991,48,1600.0,0.37
6C1vk8n7xeGGfcg,True,2019-09-04,663,0,2400.0,0.32
159uLvrpUoe6C3a,True,2019-08-31,1099,78,2400.0,0.18
qXvY6odF03OyQbT,False,2015-03-28,1163,6,1800.0,0.19
nZbk3Q3Y7ECJxyk,False,2018-11-07,440,86,1500.0,0.18
YHoTsorsBwpKcIJ,True,2019-07-05,1221,180,2700.0,0.33
xpDQIArCdysLDqw,False,2014-10-12,2025,138,1400.0,0.16
L75qFexowVQBSBF,False,2016-09-29,599,174,2900.0,0.22
3xN58ChZIlLSieF,False,2015-03-30,2258,92,1900.0,0.24
5PgPvYKwrleMzNb,True,2019-07-23,672,160,2600.0,0.05
0mtKa57MGVDzvrK,False,2015-08-02,117,271,2700.0,0.06
ELdryIIpwkMcLkT,True,2019-10-27,1080,64,2400.0,0.54
ZWiq2yD9RvRuXhr,True,2019-03-17,845,7,2400.0,0.3
Ur95wrZO9ViwjhS,False,2018-05-02,316,80,1800.0,0.33
kmsZ3HxbXW9acDt,True,2019-01-20,984,186,2600.0,0.32
iY1w6b4ahKz0lJ9,True,2019-07-08,67,39,2500.0,0.29
96GQva0I4kxf486,False,2015-10-14,1119,161,2700.0,0.17
kxH5QP8w14F5v48,True,2019-05-03,974,113,2300.0,0.25
FruKMmpOJKk33NJ,True,2019-07-26,165,63,1900.0,0.28
RvpzvYS1K7ffZnL,False,2017-11-29,357,18,1700.0,0.22
NXr1msVY4H5sAPu,True,2019-06-11,973,105,1500.0,0.15
txPqOzJjywXa4Sz,False,2015-12-18,789,90,1900.0,0.22
iN27CGHZhCwKnF8,True,2019-10-29,535,52,1800.0,0.05
3dFg9pUZmIRDHcF,True,2019-03-17,449,2,2000.0,0.39
BSes47LDiPDdmNb,True,2019-10-21,2229,278,3600.0,0.37
awRnVhZtWhXkSP9,True,2019-09-29,1676,23,2500.0,0.34
LB40Zx2gBk5mdXB,True,2019-05-22,292,145,1600.0,0.23
aFk0vUj1ZqyOWlN,True,2019-09-26,798,124,1400.0,0.0
DTNNdNUpFrn07zP,False,2014-06-09,2436,94,2600.0,0.35
tKo0egjxQ48YmVC,True,2018-10-31,823,154,2300.0,0.07
vtphKOWfsKVIXLj,False,2014-06-01,2334,134,2400.0,0.11
FtdgnnBPYWQCCpT,True,2019-09-02,633,16,2100.0,0.19
ROKagVen6qviu3u,True,2014-08-03,1843,212,2800.0,0.17
MjEm0PFy60HxxOG,True,2019-06-02,1333,175,2600.0,0.34
N9GEjMPbzgtaNEY,False,2014-06-12,1678,14,1500.0,0.01
9AvuzuPiD7Hi6Mn,False,2016-09-18,1322,29,2500.0,0.27
B2JcxHWSxvEm94e,False,2016-10-07,708,38,1800.0,0.15
oNLuqkwOc0tTNov,False,2016-09-03,1050,59,1900.0,0.09
J4OOql74jAMPTVi,True,2019-08-31,1259,105,2300.0,0.16
n1zHdEwfNK9LWVd,False,2016-03-08,238,22,1700.0,0.12
